Structure: player,piece name,x,y,rotation,flip


Game 1 with players: R AB_1 AB_2 AB_2
BLUE,X5,9,11,0,0
RED,T5,16,15,2,0
YELLOW,M5,12,12,2,1
GREEN,l4,4,11,0,0
BLUE,Z5,10,18,0,1
RED,L5tall,19,15,1,1
YELLOW,line3,12,0,0,1
GREEN,L4,5,15,2,0
BLUE,l4,2,19,0,0
RED,3corner,19,10,1,1
YELLOW,z4,9,14,2,0
GREEN,z4,6,17,1,0
BLUE,cube,12,18,0,0
RED,twoPiece,17,18,1,1
YELLOW,L4,9,16,2,1
GREEN,line3,9,3,0,0
BLUE,L4,18,14,3,0
RED,t4,15,19,2,0
GREEN,cube,11,1,0,0
BLUE,z4,16,11,1,0
RED,z4,13,17,2,0
GREEN,Z5,14,3,1,0
BLUE,line3,1,9,1,0
GREEN,twoPiece,4,13,0,0
BLUE,3corner,2,7,1,0
GREEN,singleSquare,5,19,0,0
BLUE,twoPiece,14,14,0,0
BLUE,singleSquare,0,7,0,0

Game 14 with players: AB_2 AB_2 R R
RED,C5,19,1,1,1
YELLOW,L5,0,0,3,1
GREEN,chunky5,1,19,2,0
BLUE,t4,18,19,2,0
RED,line5,15,3,0,0
YELLOW,-L,1,4,0,0
GREEN,t4,2,16,1,0
BLUE,M5,17,17,2,1
RED,-L,11,1,2,1
YELLOW,line5,0,8,1,0
GREEN,twoPiece,3,14,1,1
BLUE,cube,15,15,3,0
RED,L5tall,7,0,0,0
YELLOW,L5tall,1,12,3,1
GREEN,line5,4,10,1,0
BLUE,singleSquare,19,15,2,1
RED,z5,3,2,2,0
YELLOW,z5,2,6,1,0
GREEN,z5,5,16,2,0
BLUE,chunky5,13,18,3,1
RED,chunky5,6,4,1,0
YELLOW,chunky5,0,16,3,1
GREEN,-L,6,7,0,0
BLUE,Z5,12,15,2,1
RED,T5,8,6,1,0
YELLOW,T5,4,18,1,1
GREEN,3corner,4,5,3,1
BLUE,C5,11,12,3,0
RED,L5,7,10,1,0
YELLOW,cube,4,3,0,0
GREEN,L5tall,6,13,1,0
BLUE,tree5,15,13,2,0
RED,M5,9,3,2,0
YELLOW,z4,7,1,0,1
GREEN,Z5,9,18,2,0
BLUE,3corner,9,15,2,1
RED,X5,11,8,0,0
YELLOW,M5,9,4,0,0
GREEN,cube,9,12,0,1
BLUE,z5,16,9,1,1
RED,tree5,12,5,0,1
YELLOW,tree5,12,4,2,0
GREEN,singleSquare,10,16,0,0
BLUE,line3,17,7,0,1
RED,Z5,13,10,0,1
YELLOW,C5,13,1,1,0
GREEN,z4,2,4,1,0
BLUE,L5,15,4,0,0
RED,l4,15,1,0,0
YELLOW,3corner,4,1,1,0
GREEN,line3,1,7,1,0
BLUE,L5tall,19,10,1,1
RED,cube,18,4,0,0
YELLOW,twoPiece,3,9,3,0
GREEN,C5,6,19,2,1
BLUE,twoPiece,12,9,3,1
RED,line3,14,7,0,0
YELLOW,singleSquare,3,12,0,0
GREEN,L4,12,18,3,0
BLUE,z4,11,18,1,1
RED,L4,17,8,0,1
YELLOW,L4,5,12,1,1
RED,3corner,16,6,1,0
RED,twoPiece,15,10,3,0
RED,t4,17,12,2,0
RED,z4,18,14,1,0
RED,singleSquare,1,2,0,0

Game 15 with players: AB_2 R R R
RED,L5,19,0,3,0
YELLOW,T5,1,0,0,1
GREEN,singleSquare,0,19,2,0
BLUE,l4,19,18,1,0
RED,M5,15,2,0,1
YELLOW,singleSquare,3,1,1,1
GREEN,L4,2,18,2,1
BLUE,C5,17,14,1,0
RED,line5,11,2,0,0
YELLOW,-L,3,4,1,0
GREEN,T5,6,17,3,0
BLUE,Z5,16,17,0,0
RED,-L,7,1,0,1
YELLOW,L4,6,5,0,0
GREEN,z5,3,14,1,1
BLUE,X5,15,12,0,0
RED,L5tall,4,2,2,0
YELLOW,X5,9,6,1,1
GREEN,z4,1,11,0,1
BLUE,singleSquare,15,19,1,0
RED,z5,0,3,3,1
YELLOW,L5tall,12,5,2,1
GREEN,line5,3,8,1,0
BLUE,chunky5,13,18,2,1
RED,chunky5,0,6,3,1
YELLOW,line5,13,7,0,0
GREEN,C5,8,14,0,0
BLUE,t4,14,9,0,1
RED,T5,2,9,1,1
YELLOW,Z5,5,8,3,1
GREEN,t4,10,12,0,1
BLUE,line3,17,8,0,0
RED,C5,3,12,1,0
YELLOW,line3,8,9,3,1
GREEN,l4,6,12,1,1
BLUE,twoPiece,14,14,2,0
RED,X5,5,15,0,0
YELLOW,tree5,8,3,0,1
GREEN,3corner,12,13,0,0
BLUE,T5,11,16,3,0
RED,tree5,7,17,1,0
YELLOW,z4,17,6,0,0
GREEN,M5,13,16,2,1
BLUE,L4,11,8,0,0
RED,Z5,17,4,0,1
YELLOW,twoPiece,18,5,1,1
GREEN,line3,10,18,0,0
BLUE,z4,11,11,2,1
RED,l4,10,0,0,0
YELLOW,t4,19,9,1,1
GREEN,twoPiece,16,14,2,0
BLUE,3corner,19,6,3,0
RED,t4,6,4,2,0
YELLOW,L5,17,12,1,0
GREEN,L5,7,7,3,0
BLUE,L5tall,9,19,2,1
RED,line3,14,6,0,0
YELLOW,C5,5,11,1,1
RED,3corner,14,0,0,0
YELLOW,3corner,7,12,2,1
RED,twoPiece,3,0,0,0
RED,singleSquare,2,5,0,0

Game 16 with players: AB_0 AB_3 AB_0 AB_3
RED,line5,17,0,0,0
YELLOW,C5,1,1,2,1
GREEN,z5,2,19,2,1
BLUE,T5,18,19,2,1
RED,C5,14,2,1,1
YELLOW,Z5,4,3,0,0
GREEN,M5,5,16,0,1
BLUE,M5,16,15,0,0
RED,-L,11,1,0,0
YELLOW,line5,2,5,1,0
GREEN,line5,1,15,1,0
BLUE,line5,12,13,0,0
RED,L5tall,7,0,0,0
YELLOW,-L,1,9,0,1
GREEN,-L,2,11,0,0
BLUE,-L,8,11,2,1
RED,z5,6,3,1,0
YELLOW,L5tall,4,9,3,0
GREEN,L5tall,3,14,3,1
BLUE,L5tall,4,12,2,1
RED,chunky5,4,6,0,0
YELLOW,tree5,0,12,1,0
GREEN,chunky5,6,19,2,1
BLUE,z5,6,8,1,0
RED,T5,8,5,1,0
YELLOW,l4,2,14,3,0
GREEN,T5,7,13,1,0
BLUE,chunky5,8,15,1,0
RED,L5,9,7,0,0
YELLOW,3corner,5,0,0,1
GREEN,C5,10,11,1,0
BLUE,C5,9,18,1,0
RED,M5,12,5,2,0
YELLOW,singleSquare,3,17,0,0
GREEN,L5,10,14,0,0
BLUE,L5,12,16,0,0
RED,X5,12,9,0,0
YELLOW,z5,4,14,1,0
GREEN,X5,13,11,0,0
BLUE,X5,15,18,0,0
RED,tree5,15,5,1,0
YELLOW,z4,4,18,0,1
GREEN,tree5,14,7,1,1
BLUE,tree5,15,10,1,0
RED,Z5,17,3,0,0
YELLOW,T5,7,17,2,0
GREEN,l4,10,6,0,0
BLUE,Z5,17,7,0,1
RED,l4,19,6,3,0
GREEN,L4,5,10,1,0
BLUE,l4,17,12,3,0
RED,cube,17,9,0,0
GREEN,z4,7,9,1,0
BLUE,L4,19,14,1,1
RED,L4,16,12,1,1
GREEN,t4,11,18,1,1
BLUE,singleSquare,6,6,0,0
RED,z4,13,14,0,1
GREEN,twoPiece,0,9,3,0
BLUE,line3,4,5,0,0
RED,3corner,9,3,1,0
BLUE,twoPiece,7,4,3,0
RED,twoPiece,19,2,3,0
RED,singleSquare,5,2,0,0

Game 17 with players: AB_2 AB_0 AB_2 AB_2
RED,line5,19,2,1,0
YELLOW,z5,1,1,1,1
GREEN,line5,0,17,1,0
BLUE,C5,18,19,2,1
RED,L5tall,17,6,2,0
YELLOW,M5,3,5,0,0
GREEN,C5,2,13,0,1
BLUE,X5,15,17,1,0
RED,-L,13,4,2,1
YELLOW,line5,0,6,1,0
GREEN,-L,1,11,3,1
BLUE,line5,11,16,0,0
RED,z5,9,3,0,1
YELLOW,-L,2,8,2,0
GREEN,L5tall,2,17,1,0
BLUE,-L,7,14,2,1
RED,chunky5,6,2,0,0
YELLOW,L5tall,3,1,3,0
GREEN,z5,4,9,0,1
BLUE,L5tall,4,12,0,1
RED,T5,5,5,1,0
YELLOW,chunky5,6,7,0,0
GREEN,chunky5,4,16,1,0
BLUE,z5,5,17,1,0
RED,C5,8,7,1,0
YELLOW,T5,8,10,1,0
GREEN,T5,6,11,0,0
BLUE,chunky5,8,18,0,0
RED,L5,11,7,1,0
YELLOW,C5,9,13,1,0
GREEN,line3,8,13,1,0
BLUE,T5,14,13,0,0
RED,M5,11,1,2,0
YELLOW,L5,13,9,0,1
GREEN,L5,11,11,0,1
BLUE,L5,16,10,0,0
RED,X5,15,2,0,0
YELLOW,X5,15,8,0,0
GREEN,tree5,12,15,2,1
BLUE,M5,17,13,0,1
RED,tree5,19,8,1,1
YELLOW,tree5,10,7,3,0
GREEN,singleSquare,0,9,0,0
BLUE,tree5,12,19,2,0
RED,L4,5,0,0,0
YELLOW,L4,13,6,2,1
GREEN,l4,1,6,3,0
BLUE,cube,18,15,0,0
RED,z4,4,7,0,0
YELLOW,Z5,16,4,0,1
BLUE,L4,12,11,3,0
RED,3corner,7,10,1,1
YELLOW,z4,17,1,3,1
BLUE,twoPiece,9,9,0,0
RED,twoPiece,8,0,3,0
YELLOW,3corner,15,12,1,1
BLUE,line3,12,8,0,0
RED,singleSquare,2,6,0,0
YELLOW,twoPiece,14,3,3,0
BLUE,singleSquare,4,14,0,0
YELLOW,t4,13,1,1,0
YELLOW,singleSquare,0,10,0,0

Game 18 with players: AB_1 AB_3 R AB_3
RED,-L,18,1,1,1
YELLOW,chunky5,1,0,0,1
GREEN,line3,0,18,3,0
BLUE,chunky5,18,19,2,1
RED,chunky5,15,2,0,0
YELLOW,Z5,2,3,2,1
GREEN,-L,1,15,1,0
BLUE,-L,16,17,1,1
RED,line5,11,1,0,0
YELLOW,line5,0,7,1,0
GREEN,X5,3,13,3,0
BLUE,line5,12,16,0,0
RED,L5tall,6,0,0,0
YELLOW,-L,1,11,0,0
GREEN,z5,3,18,3,1
BLUE,L5tall,7,15,0,0
RED,z5,3,3,1,0
YELLOW,L5tall,3,7,3,0
GREEN,3corner,6,17,0,1
BLUE,z5,4,14,1,0
RED,T5,4,7,1,0
YELLOW,z5,4,10,0,1
GREEN,z4,5,12,3,1
BLUE,T5,7,18,1,0
RED,C5,6,3,1,0
YELLOW,T5,5,5,2,0
GREEN,tree5,8,11,2,0
BLUE,C5,10,13,1,0
RED,L5,7,8,0,0
YELLOW,C5,8,6,0,0
GREEN,singleSquare,2,11,0,1
BLUE,L5,12,9,0,0
RED,M5,9,4,0,1
YELLOW,L5,10,8,0,0
GREEN,twoPiece,11,9,3,1
BLUE,M5,13,12,0,1
RED,X5,11,6,0,0
YELLOW,M5,14,6,0,1
GREEN,t4,8,16,0,1
BLUE,X5,15,14,0,0
RED,tree5,17,5,1,0
YELLOW,X5,13,4,0,0
GREEN,L5tall,11,18,2,1
BLUE,tree5,14,19,2,1
RED,Z5,15,9,0,1
YELLOW,tree5,11,2,0,0
GREEN,chunky5,8,14,2,1
BLUE,Z5,17,11,0,1
RED,l4,19,7,3,0
YELLOW,line3,7,1,0,0
GREEN,line5,12,15,0,0
BLUE,l4,19,12,3,0
RED,line3,15,0,0,0
YELLOW,l4,10,0,0,0
GREEN,M5,16,15,0,1
BLUE,singleSquare,4,12,0,0
RED,3corner,3,1,1,1
YELLOW,3corner,8,3,0,1
GREEN,cube,19,16,3,0
RED,cube,0,2,0,0
YELLOW,twoPiece,4,0,3,0
RED,twoPiece,19,3,3,0
YELLOW,singleSquare,0,13,0,0
RED,singleSquare,5,9,0,0

Game 19 with players: AB_1 R R AB_1
RED,L5tall,18,0,0,1
YELLOW,line3,0,1,3,0
GREEN,C5,1,19,2,0
BLUE,line5,19,17,3,0
RED,Z5,14,2,1,0
YELLOW,chunky5,1,4,3,0
GREEN,-L,4,16,3,1
BLUE,z5,16,14,0,1
RED,line5,10,1,0,0
YELLOW,C5,3,1,1,1
GREEN,t4,7,17,2,1
BLUE,-L,13,13,2,1
RED,-L,6,1,0,0
YELLOW,L4,3,6,0,1
GREEN,3corner,6,14,1,1
BLUE,L5tall,9,12,0,0
RED,z5,3,3,0,1
YELLOW,M5,5,9,3,0
GREEN,singleSquare,4,18,3,1
BLUE,chunky5,6,10,0,0
RED,chunky5,5,5,0,0
YELLOW,l4,2,8,0,1
GREEN,X5,1,15,2,0
BLUE,T5,2,11,1,0
RED,T5,7,8,1,0
YELLOW,z4,5,12,3,0
GREEN,chunky5,0,12,1,0
BLUE,C5,8,15,2,0
RED,C5,8,3,0,0
YELLOW,3corner,3,14,3,0
GREEN,l4,11,18,2,0
BLUE,L5,10,9,1,1
RED,L5,12,5,0,1
YELLOW,twoPiece,2,17,1,0
GREEN,M5,10,15,1,0
BLUE,M5,11,16,0,1
RED,M5,12,9,0,0
YELLOW,singleSquare,1,18,0,0
GREEN,line5,15,19,2,0
BLUE,X5,8,6,0,0
RED,X5,14,8,0,0
YELLOW,L5tall,4,19,2,1
GREEN,tree5,15,17,2,1
BLUE,tree5,15,11,0,1
RED,tree5,9,11,2,0
YELLOW,z5,8,19,2,0
GREEN,twoPiece,9,13,0,0
BLUE,Z5,17,9,1,1
RED,l4,15,4,0,0
GREEN,L5tall,18,16,3,0
BLUE,l4,19,6,3,0
RED,cube,16,6,0,0
GREEN,T5,19,13,3,0
BLUE,L4,14,6,0,1
RED,z4,18,2,0,0
BLUE,line3,17,17,1,0
RED,line3,16,10,0,0
BLUE,3corner,0,9,0,0
RED,L4,17,12,2,0
BLUE,twoPiece,5,7,0,0
RED,3corner,7,12,0,1
BLUE,singleSquare,1,13,0,0
RED,twoPiece,13,0,0,0
RED,singleSquare,4,0,0,0

Game 20 with players: AB_1 AB_0 AB_3 AB_0
RED,T5,19,1,3,0
YELLOW,z5,0,2,3,1
GREEN,Z5,1,18,0,1
BLUE,C5,18,18,0,0
RED,L5,16,2,3,0
YELLOW,L5,2,6,1,1
GREEN,-L,3,15,1,0
BLUE,L5,14,17,3,1
RED,line5,11,1,0,0
YELLOW,line5,3,9,1,0
GREEN,line5,0,14,1,0
BLUE,line5,11,16,0,0
RED,-L,7,1,0,0
YELLOW,-L,1,11,2,1
GREEN,L5tall,4,12,0,0
BLUE,-L,7,14,2,1
RED,L5tall,3,0,0,0
YELLOW,L5tall,4,2,0,0
GREEN,z5,2,9,1,1
BLUE,L5tall,5,17,1,0
RED,z5,4,3,0,1
YELLOW,chunky5,5,5,0,1
GREEN,chunky5,4,18,3,0
BLUE,z5,7,11,3,1
RED,chunky5,7,5,1,0
YELLOW,T5,6,8,1,0
GREEN,singleSquare,0,7,0,0
BLUE,chunky5,8,18,3,1
RED,C5,9,7,1,0
YELLOW,C5,9,10,1,0
BLUE,T5,10,14,2,0
RED,M5,10,4,2,0
YELLOW,M5,11,8,2,0
BLUE,M5,11,11,2,0
RED,X5,13,6,0,0
YELLOW,X5,14,10,0,0
BLUE,X5,14,13,0,0
RED,tree5,15,8,0,1
YELLOW,tree5,16,12,0,1
BLUE,tree5,16,11,2,0
RED,Z5,18,5,1,0
YELLOW,Z5,16,15,1,0
BLUE,Z5,18,8,0,1
RED,line3,15,0,0,0
YELLOW,l4,19,9,3,0
BLUE,l4,19,13,3,0
RED,twoPiece,8,9,3,0
YELLOW,cube,18,16,0,0
BLUE,z4,4,13,0,1
RED,singleSquare,2,3,0,0
YELLOW,L4,8,2,1,1
BLUE,L4,1,14,3,1
RED,cube,0,4,0,0
YELLOW,z4,11,13,3,1
BLUE,singleSquare,2,16,0,0
YELLOW,line3,10,0,0,0
YELLOW,3corner,5,11,1,0
YELLOW,twoPiece,0,8,3,0
YELLOW,singleSquare,7,12,0,0

Game 21 with players: AB_2 AB_2 AB_3 AB_0
RED,C5,19,1,1,1
YELLOW,T5,0,1,3,1
GREEN,Z5,1,18,0,1
BLUE,C5,18,19,2,1
RED,L5,17,5,1,0
YELLOW,L5,3,4,1,0
GREEN,C5,3,15,1,0
BLUE,L5,16,15,0,1
RED,line5,14,2,0,0
YELLOW,line5,1,5,1,0
GREEN,line5,0,14,1,0
BLUE,line5,11,14,0,0
RED,-L,10,1,0,1
YELLOW,-L,1,9,1,0
GREEN,-L,2,11,0,0
BLUE,-L,7,12,2,1
RED,L5tall,6,1,0,0
YELLOW,L5tall,4,7,0,0
GREEN,L5tall,4,18,0,0
BLUE,L5tall,3,13,0,0
RED,z5,6,5,3,0
YELLOW,z5,4,11,3,0
GREEN,z5,6,14,0,1
BLUE,z5,5,9,1,0
RED,chunky5,7,7,1,0
YELLOW,tree5,4,0,0,1
GREEN,chunky5,8,16,0,0
BLUE,chunky5,8,9,1,0
RED,T5,9,4,1,0
YELLOW,singleSquare,0,11,0,0
GREEN,T5,9,11,0,0
BLUE,T5,10,6,1,0
RED,M5,13,6,2,0
YELLOW,l4,1,13,3,0
GREEN,L5,11,8,0,0
BLUE,M5,12,17,0,1
RED,X5,15,9,0,0
GREEN,M5,12,11,0,1
BLUE,X5,14,12,0,0
RED,tree5,16,12,1,0
GREEN,tree5,10,19,2,0
BLUE,tree5,18,14,1,1
RED,Z5,17,7,1,1
GREEN,X5,14,18,0,0
BLUE,Z5,18,11,1,1
RED,l4,13,0,0,0
GREEN,l4,11,15,0,0
BLUE,L4,19,8,1,1
RED,L4,17,16,1,0
GREEN,z4,6,10,1,0
BLUE,3corner,10,16,0,0
RED,line3,19,15,1,0
GREEN,3corner,15,14,1,1
BLUE,z4,8,18,0,1
RED,3corner,15,4,0,1
GREEN,twoPiece,4,12,0,0
BLUE,l4,5,17,0,0
RED,twoPiece,11,7,0,0
GREEN,singleSquare,0,10,0,0
BLUE,twoPiece,7,15,0,0
RED,singleSquare,4,3,0,0
BLUE,singleSquare,4,8,0,0

Game 22 with players: AB_1 R AB_2 R
RED,C5,19,1,1,1
YELLOW,C5,1,1,2,1
GREEN,C5,1,18,1,1
BLUE,line5,19,17,3,1
RED,L5tall,16,4,2,0
YELLOW,M5,4,2,3,0
GREEN,tree5,3,16,2,0
BLUE,-L,17,13,3,0
RED,line5,11,3,0,0
YELLOW,l4,5,4,3,0
GREEN,line5,1,13,1,0
BLUE,L5tall,17,10,0,1
RED,-L,7,1,2,1
YELLOW,line5,2,6,3,1
GREEN,-L,1,9,3,0
BLUE,line3,14,12,2,1
RED,z5,6,5,3,1
YELLOW,L4,6,8,1,1
GREEN,L5tall,0,5,3,1
BLUE,L5,12,9,3,1
RED,chunky5,8,8,1,0
YELLOW,-L,7,11,0,0
GREEN,z5,3,6,1,0
BLUE,cube,12,13,3,0
RED,T5,9,11,1,0
YELLOW,Z5,5,13,2,0
GREEN,chunky5,4,10,3,1
BLUE,Z5,18,8,1,1
RED,L5,8,13,0,1
YELLOW,X5,7,16,3,1
GREEN,T5,6,18,1,0
BLUE,tree5,15,6,0,0
RED,M5,9,16,0,1
YELLOW,z5,3,17,0,1
GREEN,L5,11,19,1,1
BLUE,z5,15,16,3,1
RED,X5,11,6,0,0
YELLOW,twoPiece,0,3,2,1
GREEN,M5,12,16,2,0
BLUE,z4,18,5,0,0
RED,tree5,10,1,2,0
YELLOW,singleSquare,4,19,3,1
GREEN,X5,15,18,0,0
BLUE,twoPiece,17,19,1,0
RED,Z5,14,1,0,0
YELLOW,cube,3,14,2,0
GREEN,Z5,10,13,0,1
BLUE,C5,11,4,0,1
RED,l4,13,8,0,0
YELLOW,3corner,10,9,2,0
GREEN,l4,17,15,3,0
BLUE,singleSquare,11,8,2,1
RED,L4,4,0,0,0
YELLOW,line3,3,10,1,0
GREEN,cube,13,13,0,0
BLUE,3corner,19,3,3,0
RED,line3,1,2,0,0
GREEN,twoPiece,4,13,3,0
BLUE,t4,16,2,1,0
RED,twoPiece,16,9,0,0
GREEN,singleSquare,2,3,0,0
BLUE,L4,8,5,1,0
RED,singleSquare,5,2,0,0
RED,z4,3,4,1,0

Game 23 with players: R AB_2 AB_0 R
RED,t4,19,1,3,0
YELLOW,C5,0,1,1,0
GREEN,Z5,1,18,2,1
BLUE,T5,19,18,3,0
RED,twoPiece,17,3,2,1
YELLOW,T5,2,4,3,1
GREEN,C5,4,17,1,1
BLUE,-L,18,15,0,1
RED,L5,15,0,3,1
YELLOW,line5,1,8,1,0
GREEN,line5,0,14,1,0
BLUE,cube,16,13,2,0
RED,-L,17,5,1,0
YELLOW,-L,2,12,0,0
GREEN,-L,3,14,3,1
BLUE,Z5,15,15,1,1
RED,chunky5,14,4,3,0
YELLOW,L5tall,3,7,3,1
GREEN,L5tall,4,10,3,1
BLUE,X5,13,11,1,0
RED,z4,15,8,1,0
YELLOW,z5,3,0,0,1
GREEN,z5,5,7,3,1
BLUE,chunky5,14,18,1,0
RED,Z5,12,7,0,0
YELLOW,chunky5,5,2,0,0
GREEN,chunky5,6,11,1,0
BLUE,L5,9,12,0,0
RED,T5,10,9,2,1
YELLOW,L5,7,4,0,0
GREEN,T5,6,15,0,0
BLUE,L4,11,15,0,1
RED,singleSquare,19,4,2,0
YELLOW,M5,7,8,0,1
GREEN,L5,8,16,0,0
BLUE,singleSquare,8,11,0,0
RED,X5,18,9,3,0
YELLOW,X5,8,1,0,0
GREEN,M5,10,18,0,1
BLUE,line3,14,8,3,1
RED,L4,12,2,2,1
YELLOW,tree5,9,10,0,1
GREEN,L4,13,18,1,1
BLUE,M5,6,13,0,1
RED,3corner,10,5,1,1
YELLOW,Z5,11,3,1,1
GREEN,line3,6,19,0,0
BLUE,twoPiece,16,10,2,0
RED,z5,17,12,2,0
YELLOW,l4,5,11,3,0
GREEN,twoPiece,8,12,3,0
BLUE,l4,15,4,3,1
RED,C5,8,3,2,0
YELLOW,L4,1,15,1,0
GREEN,singleSquare,1,11,0,0
BLUE,t4,14,1,1,1
RED,line3,6,5,1,0
YELLOW,line3,11,0,0,0
GREEN,l4,0,8,3,0
BLUE,3corner,16,1,3,1
YELLOW,twoPiece,0,4,3,0
YELLOW,singleSquare,0,11,0,0

Game 24 with players: AB_0 AB_1 AB_0 AB_2
RED,line5,17,0,0,1
YELLOW,tree5,0,1,1,0
GREEN,Z5,1,18,3,0
BLUE,L5tall,17,19,2,1
RED,chunky5,14,2,2,0
YELLOW,z5,3,1,0,1
GREEN,-L,2,15,3,0
BLUE,Z5,18,16,2,1
RED,-L,11,1,0,0
YELLOW,line5,1,6,1,0
GREEN,line5,0,12,1,0
BLUE,line5,13,17,0,0
RED,L5tall,7,0,0,0
YELLOW,-L,2,10,0,0
GREEN,L5tall,3,11,3,1
BLUE,-L,9,15,2,1
RED,z5,4,3,1,0
YELLOW,L5tall,5,7,0,0
GREEN,z5,4,17,1,0
BLUE,z5,5,14,0,1
RED,T5,6,5,1,0
YELLOW,chunky5,5,10,1,0
GREEN,chunky5,7,18,0,0
BLUE,chunky5,7,17,2,0
RED,C5,2,7,1,0
YELLOW,T5,4,13,1,0
GREEN,M5,10,18,2,0
BLUE,T5,8,11,0,0
RED,L5,9,2,0,1
YELLOW,C5,8,9,1,0
GREEN,T5,11,14,0,0
BLUE,C5,10,9,1,0
RED,M5,9,6,0,1
YELLOW,L5,10,11,0,0
GREEN,C5,13,12,1,0
BLUE,L5,12,5,0,0
RED,X5,16,4,0,0
YELLOW,M5,7,3,0,0
GREEN,L5,12,8,0,0
BLUE,M5,11,3,0,1
RED,tree5,15,7,1,0
YELLOW,Z5,14,10,1,1
GREEN,X5,15,15,0,0
BLUE,X5,17,13,0,0
RED,Z5,16,11,0,1
YELLOW,l4,17,9,0,0
GREEN,L4,11,6,1,1
BLUE,cube,18,10,0,0
RED,l4,18,6,3,0
YELLOW,t4,1,13,1,0
GREEN,z4,13,3,0,1
BLUE,3corner,5,19,1,0
RED,cube,18,2,0,0
YELLOW,L4,0,16,1,0
GREEN,twoPiece,6,15,0,0
BLUE,twoPiece,5,12,0,0
RED,L4,0,8,1,0
YELLOW,line3,8,1,0,0
GREEN,singleSquare,8,14,0,0
BLUE,singleSquare,3,14,0,0
RED,line3,6,8,0,0
YELLOW,twoPiece,5,4,3,0
RED,singleSquare,4,9,0,0
YELLOW,singleSquare,2,0,0,0

Game 25 with players: AB_3 AB_2 R AB_2
RED,tree5,19,1,1,1
YELLOW,L5tall,0,1,3,1
GREEN,cube,1,18,3,0
BLUE,L5,19,17,0,1
RED,chunky5,17,4,2,0
YELLOW,C5,2,2,3,1
GREEN,twoPiece,2,16,3,1
BLUE,Z5,15,17,0,0
RED,line5,13,2,0,0
YELLOW,line5,1,6,1,0
GREEN,t4,4,18,1,1
BLUE,line5,11,15,0,0
RED,-L,9,1,0,1
YELLOW,-L,1,10,1,0
GREEN,3corner,6,16,0,1
BLUE,-L,7,13,2,1
RED,L5tall,5,1,0,0
YELLOW,z5,0,14,3,1
GREEN,X5,3,14,1,0
BLUE,L5tall,3,12,0,0
RED,z5,4,4,1,0
YELLOW,chunky5,3,8,1,0
GREEN,z5,9,18,2,1
BLUE,z5,4,15,0,1
RED,T5,5,8,1,0
YELLOW,T5,6,6,2,0
GREEN,singleSquare,11,16,2,0
BLUE,chunky5,5,18,3,1
RED,C5,5,11,2,0
YELLOW,L5,8,3,0,0
GREEN,L5,12,19,1,0
BLUE,T5,8,9,0,0
RED,L5,10,7,0,1
YELLOW,M5,10,5,0,1
BLUE,C5,10,11,1,0
RED,M5,12,5,0,1
YELLOW,tree5,12,7,0,1
BLUE,M5,13,10,0,1
RED,X5,15,6,0,0
YELLOW,X5,16,8,0,0
BLUE,X5,14,13,0,0
RED,Z5,18,8,0,0
YELLOW,Z5,16,11,1,0
BLUE,tree5,17,12,0,1
RED,l4,9,11,3,0
YELLOW,l4,5,0,0,0
BLUE,l4,17,15,0,0
RED,L4,11,14,2,0
YELLOW,cube,17,5,0,0
BLUE,cube,7,16,0,0
RED,z4,13,8,0,1
YELLOW,L4,13,3,0,1
BLUE,twoPiece,13,17,3,0
RED,t4,16,0,0,0
YELLOW,z4,15,14,1,0
BLUE,singleSquare,2,15,0,0
RED,line3,12,0,0,0
YELLOW,line3,6,2,0,0
BLUE,z4,0,16,3,1
RED,3corner,15,10,1,0
YELLOW,3corner,16,16,0,0
BLUE,3corner,2,19,1,0
RED,twoPiece,2,0,0,0
YELLOW,t4,17,19,2,0
RED,singleSquare,1,1,0,0
YELLOW,twoPiece,19,7,3,0
YELLOW,singleSquare,3,11,0,0

Game 26 with players: AB_3 AB_2 AB_1 AB_0
RED,L5tall,19,2,1,1
YELLOW,line5,2,0,2,0
GREEN,line5,0,17,3,0
BLUE,L5,17,19,2,1
RED,chunky5,17,1,1,1
YELLOW,tree5,6,1,1,1
GREEN,L5,1,14,1,0
BLUE,C5,17,15,0,1
RED,line5,13,2,0,0
YELLOW,-L,3,3,0,0
GREEN,-L,1,10,3,0
BLUE,line5,13,14,0,0
RED,-L,9,1,0,1
YELLOW,L5tall,0,3,3,1
GREEN,L5tall,1,7,0,0
BLUE,-L,9,12,2,1
RED,z5,7,3,3,1
YELLOW,z5,4,5,0,1
GREEN,z5,3,16,1,0
BLUE,L5tall,5,11,0,0
RED,T5,5,4,2,0
YELLOW,chunky5,5,8,1,0
GREEN,chunky5,5,13,0,0
BLUE,z5,3,8,1,0
RED,C5,8,6,2,0
YELLOW,T5,8,9,0,0
GREEN,T5,5,18,1,0
BLUE,chunky5,7,14,3,1
RED,L5,1,5,1,0
YELLOW,C5,10,7,1,0
GREEN,C5,9,16,0,0
BLUE,T5,11,10,0,0
RED,M5,11,4,0,0
YELLOW,L5,14,7,0,1
GREEN,M5,11,18,0,1
BLUE,M5,6,16,0,0
RED,X5,16,4,0,0
YELLOW,M5,14,5,2,0
GREEN,X5,14,16,0,0
BLUE,X5,9,18,0,0
RED,tree5,2,1,0,0
YELLOW,X5,13,11,0,0
